id,title,description,skills
syn_924,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_925,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_926,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_927,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_928,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_929,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_930,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_931,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_932,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_933,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_934,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_935,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_936,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_937,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_938,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_939,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_940,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_941,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_942,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_943,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_944,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_945,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_946,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_947,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_948,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_949,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_950,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_951,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_952,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_953,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_954,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_955,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_956,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_957,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_958,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_959,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_960,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_961,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_962,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_963,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_964,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_965,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_966,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_967,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_968,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_969,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_970,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_971,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_972,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_973,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_974,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_975,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_976,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_977,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_978,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_979,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_980,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_981,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_982,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_983,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_984,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_985,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_986,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_987,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_988,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_989,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_990,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_991,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_992,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_993,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_994,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_995,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_996,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_997,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_998,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_999,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
